"","lhs","op","rhs","est","se","pval","confint","est_sig","est_std","se_std","pval_std","confint_std","est_sig_std","label"
"17","MI","=~","MI4","1.089","0.212","0.000","[0.674, 1.505]","1.089***","0.483","0.062","0.000","[0.360, 0.605]","0.483***","MI.BY.MI4"
"18","MI","=~","MI5","0.614","0.166","0.000","[0.289, 0.939]","0.614***","0.297","0.068","0.000","[0.165, 0.430]","0.297***","MI.BY.MI5"
"19","AUA","=~","AUA1","1.000","0.000",NA,"[1.000, 1.000]","1.000","0.579","0.057","0.000","[0.468, 0.691]","0.579***","AUA.BY.AUA1"
"20","AUA","=~","AUA2","0.950","0.148","0.000","[0.659, 1.241]","0.950***","0.628","0.056","0.000","[0.518, 0.738]","0.628***","AUA.BY.AUA2"
"21","AUA","=~","AUA3","0.745","0.124","0.000","[0.503, 0.987]","0.745***","0.535","0.058","0.000","[0.421, 0.648]","0.535***","AUA.BY.AUA3"
"22","AUA","=~","AUA4","0.928","0.149","0.000","[0.637, 1.220]","0.928***","0.576","0.057","0.000","[0.464, 0.687]","0.576***","AUA.BY.AUA4"
"23","AS1","~~","AS1","0.535","0.050","0.000","[0.437, 0.634]","0.535***","0.637","0.053","0.000","[0.532, 0.742]","0.637***","Variances.AS1"
"24","AS2","~~","AS2","0.603","0.059","0.000","[0.488, 0.718]","0.603***","0.591","0.054","0.000","[0.486, 0.697]","0.591***","Variances.AS2"
"25","AS3","~~","AS3","0.618","0.056","0.000","[0.509, 0.728]","0.618***","0.700","0.052","0.000","[0.598, 0.802]","0.700***","Variances.AS3"
"26","AS4","~~","AS4","0.607","0.055","0.000","[0.500, 0.714]","0.607***","0.709","0.052","0.000","[0.607, 0.810]","0.709***","Variances.AS4"
"27","AS5","~~","AS5","0.563","0.055","0.000","[0.455, 0.670]","0.563***","0.587","0.054","0.000","[0.482, 0.693]","0.587***","Variances.AS5"
"28","AS6","~~","AS6","0.407","0.036","0.000","[0.337, 0.477]","0.407***","0.757","0.050","0.000","[0.660, 0.855]","0.757***","Variances.AS6"
"29","AS7","~~","AS7","0.654","0.057","0.000","[0.542, 0.766]","0.654***","0.770","0.049","0.000","[0.674, 0.867]","0.770***","Variances.AS7"
"30","AS8","~~","AS8","0.602","0.054","0.000","[0.496, 0.708]","0.602***","0.710","0.052","0.000","[0.608, 0.811]","0.710***","Variances.AS8"
"31","AS9","~~","AS9","0.477","0.043","0.000","[0.393, 0.560]","0.477***","0.725","0.051","0.000","[0.624, 0.825]","0.725***","Variances.AS9"
"32","AF1","~~","AF1","0.454","0.065","0.000","[0.327, 0.581]","0.454***","0.565","0.079","0.000","[0.410, 0.720]","0.565***","Variances.AF1"
"33","AF2","~~","AF2","0.672","0.071","0.000","[0.534, 0.810]","0.672***","0.713","0.065","0.000","[0.586, 0.839]","0.713***","Variances.AF2"
"34","AF3","~~","AF3","0.627","0.059","0.000","[0.511, 0.742]","0.627***","0.802","0.056","0.000","[0.693, 0.911]","0.802***","Variances.AF3"
"35","AF4","~~","AF4","0.658","0.073","0.000","[0.514, 0.801]","0.658***","0.679","0.068","0.000","[0.546, 0.812]","0.679***","Variances.AF4"
"36","MI1","~~","MI1","0.516","0.053","0.000","[0.412, 0.619]","0.516***","0.739","0.063","0.000","[0.616, 0.863]","0.739***","Variances.MI1"
"37","MI2","~~","MI2","0.543","0.059","0.000","[0.427, 0.658]","0.543***","0.698","0.067","0.000","[0.567, 0.829]","0.698***","Variances.MI2"
"38","MI3","~~","MI3","0.652","0.082","0.000","[0.492, 0.813]","0.652***","0.622","0.074","0.000","[0.477, 0.768]","0.622***","Variances.MI3"
"39","MI4","~~","MI4","0.710","0.070","0.000","[0.573, 0.847]","0.710***","0.767","0.060","0.000","[0.649, 0.885]","0.767***","Variances.MI4"
"40","MI5","~~","MI5","0.706","0.061","0.000","[0.588, 0.825]","0.706***","0.912","0.040","0.000","[0.833, 0.990]","0.912***","Variances.MI5"
"41","AUA1","~~","AUA1","0.689","0.075","0.000","[0.541, 0.836]","0.689***","0.664","0.066","0.000","[0.536, 0.793]","0.664***","Variances.AUA1"
"42","AUA2","~~","AUA2","0.482","0.059","0.000","[0.367, 0.597]","0.482***","0.606","0.070","0.000","[0.468, 0.743]","0.606***","Variances.AUA2"
"43","AUA3","~~","AUA3","0.483","0.049","0.000","[0.386, 0.579]","0.483***","0.714","0.062","0.000","[0.593, 0.836]","0.714***","Variances.AUA3"
"44","AUA4","~~","AUA4","0.605","0.066","0.000","[0.476, 0.733]","0.605***","0.669","0.065","0.000","[0.540, 0.797]","0.669***","Variances.AUA4"
"45","AS","~~","AS","0.305","0.058","0.000","[0.191, 0.420]","0.305***","1.000","0.000",NA,"[1.000, 1.000]","1.000","Variances.AS"
"46","AF","~~","AF","0.349","0.076","0.000","[0.201, 0.498]","0.349***","1.000","0.000",NA,"[1.000, 1.000]","1.000","Variances.AF"
"47","MI","~~","MI","0.182","0.050","0.000","[0.084, 0.279]","0.182***","1.000","0.000",NA,"[1.000, 1.000]","1.000","Variances.MI"
"48","AUA","~~","AUA","0.348","0.081","0.000","[0.190, 0.506]","0.348***","1.000","0.000",NA,"[1.000, 1.000]","1.000","Variances.AUA"
"49","AS","~~","AF","0.000","0.000",NA,"[0.000, 0.000]","0.000","0.000","0.000",NA,"[0.000, 0.000]","0.000","AS.WITH.AF"
"50","AS","~~","MI","0.000","0.000",NA,"[0.000, 0.000]","0.000","0.000","0.000",NA,"[0.000, 0.000]","0.000","AS.WITH.MI"
"51","AS","~~","AUA","0.000","0.000",NA,"[0.000, 0.000]","0.000","0.000","0.000",NA,"[0.000, 0.000]","0.000","AS.WITH.AUA"
"52","AF","~~","MI","0.000","0.000",NA,"[0.000, 0.000]","0.000","0.000","0.000",NA,"[0.000, 0.000]","0.000","AF.WITH.MI"
"53","AF","~~","AUA","0.000","0.000",NA,"[0.000, 0.000]","0.000","0.000","0.000",NA,"[0.000, 0.000]","0.000","AF.WITH.AUA"
"54","MI","~~","AUA","0.000","0.000",NA,"[0.000, 0.000]","0.000","0.000","0.000",NA,"[0.000, 0.000]","0.000","MI.WITH.AUA"
