"","lhs","op","rhs","est","se","pval","confint","est_sig","est_std","se_std","pval_std","confint_std","est_sig_std","label"
"65","AF2","~~","AF2","0.628","0.059","0.000","[0.513, 0.744]","0.628***","0.666","0.054","0.000","[0.560, 0.772]","0.666***","Variances.AF2"
"66","AF3","~~","AF3","0.628","0.060","0.000","[0.511, 0.745]","0.628***","0.804","0.057","0.000","[0.693, 0.915]","0.804***","Variances.AF3"
"67","AF4","~~","AF4","0.688","0.067","0.000","[0.557, 0.818]","0.688***","0.710","0.058","0.000","[0.597, 0.823]","0.710***","Variances.AF4"
"68","MI1","~~","MI1","0.486","0.045","0.000","[0.398, 0.575]","0.486***","0.697","0.054","0.000","[0.591, 0.804]","0.697***","Variances.MI1"
"69","MI2","~~","MI2","0.548","0.067","0.000","[0.417, 0.679]","0.548***","0.705","0.078","0.000","[0.553, 0.858]","0.705***","Variances.MI2"
"70","MI3","~~","MI3","0.572","0.132","0.000","[0.313, 0.831]","0.572***","0.546","0.125","0.000","[0.300, 0.791]","0.546***","Variances.MI3"
"71","MI4","~~","MI4","0.742","0.067","0.000","[0.610, 0.874]","0.742***","0.802","0.052","0.000","[0.699, 0.904]","0.802***","Variances.MI4"
"72","MI5","~~","MI5","0.646","0.057","0.000","[0.534, 0.757]","0.646***","0.833","0.048","0.000","[0.738, 0.928]","0.833***","Variances.MI5"
"73","AUA1","~~","AUA1","0.667","0.097","0.000","[0.478, 0.857]","0.667***","0.644","0.089","0.000","[0.470, 0.818]","0.644***","Variances.AUA1"
"74","AUA2","~~","AUA2","0.484","0.063","0.000","[0.361, 0.608]","0.484***","0.608","0.076","0.000","[0.460, 0.757]","0.608***","Variances.AUA2"
"75","AUA3","~~","AUA3","0.488","0.049","0.000","[0.392, 0.585]","0.488***","0.723","0.061","0.000","[0.602, 0.843]","0.723***","Variances.AUA3"
"76","AUA4","~~","AUA4","0.570","0.055","0.000","[0.463, 0.677]","0.570***","0.630","0.055","0.000","[0.523, 0.737]","0.630***","Variances.AUA4"
"77","GRMS","~~","GRMS","0.132","0.043","0.002","[0.047, 0.216]","0.132**","1.000","0.000",NA,"[1.000, 1.000]","1.000","Variances.GRMS"
"78","AS","~~","AS","0.173","0.051","0.001","[0.073, 0.272]","0.173***","1.000","0.000",NA,"[1.000, 1.000]","1.000","Variances.AS"
"79","AF","~~","AF","0.384","0.165","0.020","[0.061, 0.707]","0.384*","1.000","0.000",NA,"[1.000, 1.000]","1.000","Variances.AF"
"80","MI","~~","MI","0.036","0.026","0.170","[-0.015, 0.087]","0.036","1.000","0.000",NA,"[1.000, 1.000]","1.000","Variances.MI"
"81","AUA","~~","AUA","0.176","0.100","0.080","[-0.021, 0.373]","0.176","1.000","0.000",NA,"[1.000, 1.000]","1.000","Variances.AUA"
