"","lhs","op","rhs","est","se","pval","confint","est_sig","est_std","se_std","pval_std","confint_std","est_sig_std","label"
"15","MI","=~","MI2","0.937","0.151","0.000","[0.641, 1.233]","0.937***","0.505","0.055","0.000","[0.397, 0.614]","0.505***","MI.BY.MI2"
"16","MI","=~","MI3","1.201","0.182","0.000","[0.844, 1.558]","1.201***","0.558","0.053","0.000","[0.454, 0.662]","0.558***","MI.BY.MI3"
"17","MI","=~","MI4","0.928","0.160","0.000","[0.615, 1.242]","0.928***","0.459","0.057","0.000","[0.346, 0.571]","0.459***","MI.BY.MI4"
"18","MI","=~","MI5","0.698","0.140","0.000","[0.424, 0.972]","0.698***","0.377","0.061","0.000","[0.258, 0.496]","0.377***","MI.BY.MI5"
"19","AUA","=~","AUA1","1.000","0.000",NA,"[1.000, 1.000]","1.000","0.541","0.052","0.000","[0.439, 0.642]","0.541***","AUA.BY.AUA1"
"20","AUA","=~","AUA2","0.988","0.141","0.000","[0.711, 1.265]","0.988***","0.609","0.048","0.000","[0.515, 0.704]","0.609***","AUA.BY.AUA2"
"21","AUA","=~","AUA3","0.788","0.123","0.000","[0.548, 1.029]","0.788***","0.528","0.052","0.000","[0.425, 0.630]","0.528***","AUA.BY.AUA3"
"22","AUA","=~","AUA4","1.091","0.153","0.000","[0.790, 1.392]","1.091***","0.631","0.047","0.000","[0.538, 0.724]","0.631***","AUA.BY.AUA4"
"23","GRMS","=~","AS","1.000","0.000",NA,"[1.000, 1.000]","1.000","0.683","0.053","0.000","[0.579, 0.787]","0.683***","GRMS.BY.AS"
"24","GRMS","=~","AF","1.001","0.184","0.000","[0.641, 1.361]","1.001***","0.742","0.060","0.000","[0.625, 0.859]","0.742***","GRMS.BY.AF"
"25","GRMS","=~","MI","1.033","0.183","0.000","[0.675, 1.391]","1.033***","0.814","0.058","0.000","[0.701, 0.928]","0.814***","GRMS.BY.MI"
"26","GRMS","=~","AUA","1.244","0.222","0.000","[0.808, 1.680]","1.244***","0.847","0.054","0.000","[0.741, 0.954]","0.847***","GRMS.BY.AUA"
"27","AS1","~~","AS1","0.540","0.050","0.000","[0.442, 0.637]","0.540***","0.642","0.052","0.000","[0.540, 0.745]","0.642***","Variances.AS1"
"28","AS2","~~","AS2","0.630","0.059","0.000","[0.514, 0.745]","0.630***","0.618","0.052","0.000","[0.515, 0.720]","0.618***","Variances.AS2"
"29","AS3","~~","AS3","0.606","0.055","0.000","[0.500, 0.713]","0.606***","0.687","0.052","0.000","[0.586, 0.788]","0.687***","Variances.AS3"
"30","AS4","~~","AS4","0.611","0.054","0.000","[0.505, 0.718]","0.611***","0.714","0.051","0.000","[0.614, 0.814]","0.714***","Variances.AS4"
"31","AS5","~~","AS5","0.558","0.054","0.000","[0.453, 0.663]","0.558***","0.582","0.053","0.000","[0.479, 0.685]","0.582***","Variances.AS5"
"32","AS6","~~","AS6","0.400","0.035","0.000","[0.332, 0.469]","0.400***","0.745","0.050","0.000","[0.648, 0.843]","0.745***","Variances.AS6"
"33","AS7","~~","AS7","0.640","0.056","0.000","[0.531, 0.750]","0.640***","0.754","0.049","0.000","[0.658, 0.851]","0.754***","Variances.AS7"
"34","AS8","~~","AS8","0.600","0.053","0.000","[0.496, 0.705]","0.600***","0.708","0.051","0.000","[0.608, 0.808]","0.708***","Variances.AS8"
"35","AS9","~~","AS9","0.484","0.043","0.000","[0.401, 0.568]","0.484***","0.736","0.050","0.000","[0.638, 0.834]","0.736***","Variances.AS9"
"36","AF1","~~","AF1","0.548","0.055","0.000","[0.439, 0.656]","0.548***","0.682","0.060","0.000","[0.564, 0.800]","0.682***","Variances.AF1"
"37","AF2","~~","AF2","0.579","0.064","0.000","[0.454, 0.705]","0.579***","0.614","0.064","0.000","[0.489, 0.739]","0.614***","Variances.AF2"
"38","AF3","~~","AF3","0.641","0.057","0.000","[0.529, 0.753]","0.641***","0.821","0.050","0.000","[0.723, 0.919]","0.821***","Variances.AF3"
"39","AF4","~~","AF4","0.640","0.066","0.000","[0.510, 0.770]","0.640***","0.661","0.061","0.000","[0.541, 0.781]","0.661***","Variances.AF4"
"40","MI1","~~","MI1","0.471","0.048","0.000","[0.378, 0.564]","0.471***","0.676","0.060","0.000","[0.558, 0.793]","0.676***","Variances.MI1"
"41","MI2","~~","MI2","0.579","0.055","0.000","[0.472, 0.686]","0.579***","0.744","0.056","0.000","[0.635, 0.854]","0.744***","Variances.MI2"
"42","MI3","~~","MI3","0.722","0.072","0.000","[0.581, 0.863]","0.722***","0.689","0.059","0.000","[0.573, 0.805]","0.689***","Variances.MI3"
"43","MI4","~~","MI4","0.731","0.066","0.000","[0.601, 0.861]","0.731***","0.789","0.053","0.000","[0.686, 0.893]","0.789***","Variances.MI4"
"44","MI5","~~","MI5","0.665","0.058","0.000","[0.552, 0.778]","0.665***","0.858","0.046","0.000","[0.768, 0.947]","0.858***","Variances.MI5"
"45","AUA1","~~","AUA1","0.733","0.070","0.000","[0.597, 0.870]","0.733***","0.708","0.056","0.000","[0.598, 0.817]","0.708***","Variances.AUA1"
"46","AUA2","~~","AUA2","0.500","0.051","0.000","[0.400, 0.601]","0.500***","0.629","0.059","0.000","[0.513, 0.744]","0.629***","Variances.AUA2"
"47","AUA3","~~","AUA3","0.488","0.046","0.000","[0.398, 0.577]","0.488***","0.722","0.055","0.000","[0.613, 0.830]","0.722***","Variances.AUA3"
"48","AUA4","~~","AUA4","0.544","0.058","0.000","[0.431, 0.657]","0.544***","0.601","0.060","0.000","[0.484, 0.719]","0.601***","Variances.AUA4"
"49","AS","~~","AS","0.160","0.036","0.000","[0.091, 0.230]","0.160***","0.533","0.072","0.000","[0.391, 0.675]","0.533***","Variances.AS"
"50","AF","~~","AF","0.115","0.034","0.001","[0.047, 0.182]","0.115***","0.449","0.089","0.000","[0.275, 0.624]","0.449***","Variances.AF"
"51","MI","~~","MI","0.076","0.028","0.006","[0.022, 0.131]","0.076**","0.337","0.094","0.000","[0.152, 0.522]","0.337***","Variances.MI"
"52","AUA","~~","AUA","0.085","0.034","0.012","[0.019, 0.152]","0.085*","0.282","0.092","0.002","[0.101, 0.462]","0.282**","Variances.AUA"
"53","GRMS","~~","GRMS","0.140","0.036","0.000","[0.069, 0.211]","0.140***","1.000","0.000",NA,"[1.000, 1.000]","1.000","Variances.GRMS"
