"","lhs","op","rhs","est","se","pval","confint","est_sig","est_std","se_std","pval_std","confint_std","est_sig_std","label"
"33","AF2","~~","AF2","0.714","0.061","0.000","[0.594, 0.834]","0.714***","0.757","0.048","0.000","[0.663, 0.850]","0.757***","Variances.AF2"
"34","AF3","~~","AF3","0.707","0.058","0.000","[0.593, 0.821]","0.707***","0.905","0.035","0.000","[0.837, 0.973]","0.905***","Variances.AF3"
"35","AF4","~~","AF4","0.794","0.067","0.000","[0.663, 0.925]","0.794***","0.820","0.044","0.000","[0.733, 0.906]","0.820***","Variances.AF4"
"36","MI1","~~","MI1","0.564","0.048","0.000","[0.470, 0.657]","0.564***","0.809","0.045","0.000","[0.721, 0.896]","0.809***","Variances.MI1"
"37","MI2","~~","MI2","0.678","0.056","0.000","[0.568, 0.789]","0.678***","0.873","0.039","0.000","[0.796, 0.949]","0.873***","Variances.MI2"
"38","MI3","~~","MI3","0.870","0.073","0.000","[0.727, 1.013]","0.870***","0.830","0.043","0.000","[0.745, 0.914]","0.830***","Variances.MI3"
"39","MI4","~~","MI4","0.839","0.069","0.000","[0.703, 0.975]","0.839***","0.906","0.035","0.000","[0.838, 0.974]","0.906***","Variances.MI4"
"40","MI5","~~","MI5","0.672","0.056","0.000","[0.562, 0.781]","0.672***","0.866","0.040","0.000","[0.788, 0.944]","0.866***","Variances.MI5"
"41","AUA1","~~","AUA1","0.872","0.073","0.000","[0.729, 1.015]","0.872***","0.842","0.042","0.000","[0.759, 0.924]","0.842***","Variances.AUA1"
"42","AUA2","~~","AUA2","0.610","0.052","0.000","[0.508, 0.712]","0.610***","0.766","0.047","0.000","[0.674, 0.859]","0.766***","Variances.AUA2"
"43","AUA3","~~","AUA3","0.553","0.047","0.000","[0.462, 0.644]","0.553***","0.818","0.044","0.000","[0.732, 0.905]","0.818***","Variances.AUA3"
"44","AUA4","~~","AUA4","0.634","0.055","0.000","[0.525, 0.742]","0.634***","0.701","0.049","0.000","[0.604, 0.798]","0.701***","Variances.AUA4"
"45","GRMSAAW","~~","GRMSAAW","0.241","0.051","0.000","[0.140, 0.342]","0.241***","1.000","0.000",NA,"[1.000, 1.000]","1.000","Variances.GRMSAAW"
