"","lhs","op","rhs","est","se","pval","confint","est_sig","est_std","se_std","pval_std","confint_std","est_sig_std","block","group","label","lavaan_label"
"12","SCRPed","=~","EquitableEval","0.626","0.053","0.000","[0.522, 0.731]","0.626***","0.707","0.039","0.000","[0.630, 0.784]","0.707***","1.000","CPY","SCRPed.BY.EquitableEval.CPY",".p12."
"13","TradPed","~~","Valued","0.192","0.029","0.000","[0.135, 0.250]","0.192***","0.875","0.031","0.000","[0.815, 0.936]","0.875***","1.000","CPY","TradPed.WITH.Valued.CPY",""
"14","TradPed","~~","SCRPed","0.362","0.046","0.000","[0.272, 0.453]","0.362***","0.840","0.032","0.000","[0.778, 0.903]","0.840***","1.000","CPY","TradPed.WITH.SCRPed.CPY",""
"15","Valued","~~","SCRPed","0.163","0.028","0.000","[0.107, 0.218]","0.163***","0.658","0.054","0.000","[0.552, 0.763]","0.658***","1.000","CPY","Valued.WITH.SCRPed.CPY",""
"16","ClearResponsibilities","~~","ClearResponsibilities","0.233","0.027","0.000","[0.181, 0.286]","0.233***","0.379","0.043","0.000","[0.294, 0.463]","0.379***","1.000","CPY","Variances.ClearResponsibilities.CPY",""
"17","EffectiveAnswers","~~","EffectiveAnswers","0.216","0.025","0.000","[0.166, 0.266]","0.216***","0.342","0.042","0.000","[0.260, 0.424]","0.342***","1.000","CPY","Variances.EffectiveAnswers.CPY",""
"18","Feedback","~~","Feedback","0.328","0.036","0.000","[0.258, 0.398]","0.328***","0.473","0.050","0.000","[0.375, 0.571]","0.473***","1.000","CPY","Variances.Feedback.CPY",""
"19","ClearOrganization","~~","ClearOrganization","0.439","0.049","0.000","[0.343, 0.535]","0.439***","0.419","0.046","0.000","[0.328, 0.510]","0.419***","1.000","CPY","Variances.ClearOrganization.CPY",""
"20","ClearPresentation","~~","ClearPresentation","0.237","0.029","0.000","[0.180, 0.294]","0.237***","0.304","0.039","0.000","[0.227, 0.381]","0.304***","1.000","CPY","Variances.ClearPresentation.CPY",""
"21","ValObjectives","~~","ValObjectives","0.227","0.025","0.000","[0.179, 0.275]","0.227***","0.643","0.058","0.000","[0.529, 0.757]","0.643***","1.000","CPY","Variances.ValObjectives.CPY",""
"22","IncrUnderstanding","~~","IncrUnderstanding","0.247","0.035","0.000","[0.179, 0.316]","0.247***","0.340","0.051","0.000","[0.240, 0.440]","0.340***","1.000","CPY","Variances.IncrUnderstanding.CPY",""
"23","IncrInterest","~~","IncrInterest","0.300","0.046","0.000","[0.210, 0.390]","0.300***","0.305","0.050","0.000","[0.208, 0.402]","0.305***","1.000","CPY","Variances.IncrInterest.CPY",""
"24","MultPerspectives","~~","MultPerspectives","0.139","0.024","0.000","[0.091, 0.187]","0.139***","0.223","0.042","0.000","[0.140, 0.306]","0.223***","1.000","CPY","Variances.MultPerspectives.CPY",""
"25","InclusvClassrm","~~","InclusvClassrm","0.180","0.022","0.000","[0.137, 0.223]","0.180***","0.402","0.051","0.000","[0.302, 0.503]","0.402***","1.000","CPY","Variances.InclusvClassrm.CPY",""
"26","DEIintegration","~~","DEIintegration","0.340","0.037","0.000","[0.268, 0.413]","0.340***","0.594","0.057","0.000","[0.482, 0.705]","0.594***","1.000","CPY","Variances.DEIintegration.CPY",""
"27","EquitableEval","~~","EquitableEval","0.190","0.022","0.000","[0.148, 0.233]","0.190***","0.500","0.056","0.000","[0.391, 0.609]","0.500***","1.000","CPY","Variances.EquitableEval.CPY",""
"28","TradPed","~~","TradPed","0.383","0.052","0.000","[0.281, 0.485]","0.383***","1.000","0.000",NA,"[1.000, 1.000]","1.000","1.000","CPY","Variances.TradPed.CPY",""
"29","Valued","~~","Valued","0.126","0.027","0.000","[0.073, 0.180]","0.126***","1.000","0.000",NA,"[1.000, 1.000]","1.000","1.000","CPY","Variances.Valued.CPY",""
"30","SCRPed","~~","SCRPed","0.485","0.063","0.000","[0.361, 0.609]","0.485***","1.000","0.000",NA,"[1.000, 1.000]","1.000","1.000","CPY","Variances.SCRPed.CPY",""
"31","ClearResponsibilities","~1","","4.510","0.055","0.000","[4.402, 4.618]","4.510***","5.744","0.272","0.000","[5.210, 6.277]","5.744***","1.000","CPY","Means.ClearResponsibilities.CPY",""
"32","EffectiveAnswers","~1","","4.416","0.056","0.000","[4.306, 4.525]","4.416***","5.558","0.269","0.000","[5.032, 6.085]","5.558***","1.000","CPY","Means.EffectiveAnswers.CPY",""
"33","Feedback","~1","","4.327","0.059","0.000","[4.212, 4.442]","4.327***","5.194","0.256","0.000","[4.692, 5.696]","5.194***","1.000","CPY","Means.Feedback.CPY",""
"34","ClearOrganization","~1","","4.109","0.072","0.000","[3.968, 4.250]","4.109***","4.015","0.199","0.000","[3.626, 4.405]","4.015***","1.000","CPY","Means.ClearOrganization.CPY",""
"35","ClearPresentation","~1","","4.287","0.062","0.000","[4.165, 4.409]","4.287***","4.855","0.238","0.000","[4.389, 5.321]","4.855***","1.000","CPY","Means.ClearPresentation.CPY",""
"36","ValObjectives","~1","","4.554","0.042","0.000","[4.473, 4.636]","4.554***","7.664","0.380","0.000","[6.920, 8.408]","7.664***","1.000","CPY","Means.ValObjectives.CPY",""
"37","IncrUnderstanding","~1","","4.287","0.060","0.000","[4.169, 4.405]","4.287***","5.026","0.256","0.000","[4.523, 5.529]","5.026***","1.000","CPY","Means.IncrUnderstanding.CPY",""
"38","IncrInterest","~1","","3.941","0.070","0.000","[3.804, 4.077]","3.941***","3.971","0.208","0.000","[3.564, 4.378]","3.971***","1.000","CPY","Means.IncrInterest.CPY",""
"39","MultPerspectives","~1","","4.490","0.056","0.000","[4.381, 4.599]","4.490***","5.685","0.290","0.000","[5.116, 6.254]","5.685***","1.000","CPY","Means.MultPerspectives.CPY",""
"40","InclusvClassrm","~1","","4.649","0.047","0.000","[4.556, 4.741]","4.649***","6.951","0.348","0.000","[6.270, 7.632]","6.951***","1.000","CPY","Means.InclusvClassrm.CPY",""
"41","DEIintegration","~1","","4.550","0.053","0.000","[4.445, 4.654]","4.550***","6.009","0.300","0.000","[5.421, 6.598]","6.009***","1.000","CPY","Means.DEIintegration.CPY",""
"42","EquitableEval","~1","","4.604","0.043","0.000","[4.519, 4.689]","4.604***","7.464","0.372","0.000","[6.734, 8.193]","7.464***","1.000","CPY","Means.EquitableEval.CPY",""
"43","TradPed","~1","","0.000","0.000",NA,"[0.000, 0.000]","0.000","0.000","0.000",NA,"[0.000, 0.000]","0.000","1.000","CPY","Means.TradPed.CPY",""
"44","Valued","~1","","0.000","0.000",NA,"[0.000, 0.000]","0.000","0.000","0.000",NA,"[0.000, 0.000]","0.000","1.000","CPY","Means.Valued.CPY",""
"45","SCRPed","~1","","0.000","0.000",NA,"[0.000, 0.000]","0.000","0.000","0.000",NA,"[0.000, 0.000]","0.000","1.000","CPY","Means.SCRPed.CPY",""
"46","TradPed","=~","ClearResponsibilities","1.000","0.000",NA,"[1.000, 1.000]","1.000","0.907","0.026","0.000","[0.857, 0.957]","0.907***","2.000","ORG","TradPed.BY.ClearResponsibilities.ORG",""
"47","TradPed","=~","EffectiveAnswers","1.041","0.062","0.000","[0.920, 1.162]","1.041***","0.889","0.029","0.000","[0.833, 0.945]","0.889***","2.000","ORG","TradPed.BY.EffectiveAnswers.ORG",".p2."
"48","TradPed","=~","Feedback","0.977","0.074","0.000","[0.833, 1.122]","0.977***","0.695","0.053","0.000","[0.592, 0.798]","0.695***","2.000","ORG","TradPed.BY.Feedback.ORG",".p3."
"49","TradPed","=~","ClearOrganization","1.260","0.083","0.000","[1.098, 1.422]","1.260***","0.835","0.037","0.000","[0.762, 0.908]","0.835***","2.000","ORG","TradPed.BY.ClearOrganization.ORG",".p4."
"50","TradPed","=~","ClearPresentation","1.190","0.066","0.000","[1.060, 1.320]","1.190***","0.926","0.022","0.000","[0.882, 0.970]","0.926***","2.000","ORG","TradPed.BY.ClearPresentation.ORG",".p5."
"51","Valued","=~","ValObjectives","1.000","0.000",NA,"[1.000, 1.000]","1.000","0.460","0.066","0.000","[0.331, 0.588]","0.460***","2.000","ORG","Valued.BY.ValObjectives.ORG",""
"52","Valued","=~","IncrUnderstanding","1.952","0.214","0.000","[1.532, 2.371]","1.952***","0.761","0.062","0.000","[0.639, 0.883]","0.761***","2.000","ORG","Valued.BY.IncrUnderstanding.ORG",".p7."
"53","Valued","=~","IncrInterest","2.330","0.253","0.000","[1.835, 2.825]","2.330***","0.772","0.062","0.000","[0.650, 0.893]","0.772***","2.000","ORG","Valued.BY.IncrInterest.ORG",".p8."
"54","SCRPed","=~","MultPerspectives","1.000","0.000",NA,"[1.000, 1.000]","1.000","0.594","0.070","0.000","[0.458, 0.731]","0.594***","2.000","ORG","SCRPed.BY.MultPerspectives.ORG",""
"55","SCRPed","=~","InclusvClassrm","0.743","0.055","0.000","[0.634, 0.851]","0.743***","0.669","0.072","0.000","[0.529, 0.809]","0.669***","2.000","ORG","SCRPed.BY.InclusvClassrm.ORG",".p10."
"56","SCRPed","=~","DEIintegration","0.693","0.066","0.000","[0.563, 0.823]","0.693***","0.542","0.072","0.000","[0.401, 0.683]","0.542***","2.000","ORG","SCRPed.BY.DEIintegration.ORG",".p11."
"57","SCRPed","=~","EquitableEval","0.626","0.053","0.000","[0.522, 0.731]","0.626***","0.506","0.069","0.000","[0.371, 0.641]","0.506***","2.000","ORG","SCRPed.BY.EquitableEval.ORG",".p12."
"58","TradPed","~~","Valued","0.126","0.038","0.001","[0.053, 0.200]","0.126***","0.583","0.106","0.000","[0.375, 0.792]","0.583***","2.000","ORG","TradPed.WITH.Valued.ORG",""
"59","TradPed","~~","SCRPed","0.272","0.073","0.000","[0.129, 0.415]","0.272***","0.669","0.103","0.000","[0.466, 0.872]","0.669***","2.000","ORG","TradPed.WITH.SCRPed.ORG",""
"60","Valued","~~","SCRPed","0.113","0.032","0.000","[0.050, 0.176]","0.113***","0.740","0.114","0.000","[0.516, 0.964]","0.740***","2.000","ORG","Valued.WITH.SCRPed.ORG",""
"61","ClearResponsibilities","~~","ClearResponsibilities","0.124","0.029","0.000","[0.066, 0.182]","0.124***","0.177","0.046","0.000","[0.086, 0.267]","0.177***","2.000","ORG","Variances.ClearResponsibilities.ORG",""
"62","EffectiveAnswers","~~","EffectiveAnswers","0.166","0.037","0.000","[0.094, 0.239]","0.166***","0.210","0.051","0.000","[0.110, 0.309]","0.210***","2.000","ORG","Variances.EffectiveAnswers.ORG",""
"63","Feedback","~~","Feedback","0.591","0.109","0.000","[0.377, 0.805]","0.591***","0.517","0.073","0.000","[0.374, 0.660]","0.517***","2.000","ORG","Variances.Feedback.ORG",""
"64","ClearOrganization","~~","ClearOrganization","0.399","0.080","0.000","[0.242, 0.555]","0.399***","0.303","0.062","0.000","[0.181, 0.425]","0.303***","2.000","ORG","Variances.ClearOrganization.ORG",""
"65","ClearPresentation","~~","ClearPresentation","0.136","0.036","0.000","[0.066, 0.206]","0.136***","0.142","0.041","0.001","[0.061, 0.223]","0.142***","2.000","ORG","Variances.ClearPresentation.ORG",""
"66","ValObjectives","~~","ValObjectives","0.303","0.056","0.000","[0.193, 0.414]","0.303***","0.789","0.060","0.000","[0.671, 0.907]","0.789***","2.000","ORG","Variances.ValObjectives.ORG",""
"67","IncrUnderstanding","~~","IncrUnderstanding","0.224","0.058","0.000","[0.112, 0.337]","0.224***","0.420","0.095","0.000","[0.234, 0.606]","0.420***","2.000","ORG","Variances.IncrUnderstanding.ORG",""
"68","IncrInterest","~~","IncrInterest","0.300","0.079","0.000","[0.144, 0.455]","0.300***","0.405","0.096","0.000","[0.217, 0.593]","0.405***","2.000","ORG","Variances.IncrInterest.ORG",""
"69","MultPerspectives","~~","MultPerspectives","0.523","0.106","0.000","[0.314, 0.731]","0.523***","0.647","0.083","0.000","[0.484, 0.809]","0.647***","2.000","ORG","Variances.MultPerspectives.ORG",""
"70","InclusvClassrm","~~","InclusvClassrm","0.194","0.043","0.000","[0.109, 0.279]","0.194***","0.552","0.096","0.000","[0.365, 0.740]","0.552***","2.000","ORG","Variances.InclusvClassrm.ORG",""
"71","DEIintegration","~~","DEIintegration","0.330","0.065","0.000","[0.204, 0.457]","0.330***","0.706","0.078","0.000","[0.554, 0.859]","0.706***","2.000","ORG","Variances.DEIintegration.ORG",""
"72","EquitableEval","~~","EquitableEval","0.326","0.062","0.000","[0.203, 0.448]","0.326***","0.744","0.070","0.000","[0.608, 0.880]","0.744***","2.000","ORG","Variances.EquitableEval.ORG",""
"73","TradPed","~~","TradPed","0.578","0.115","0.000","[0.353, 0.803]","0.578***","1.000","0.000",NA,"[1.000, 1.000]","1.000","2.000","ORG","Variances.TradPed.ORG",""
"74","Valued","~~","Valued","0.081","0.024","0.001","[0.033, 0.129]","0.081***","1.000","0.000",NA,"[1.000, 1.000]","1.000","2.000","ORG","Variances.Valued.ORG",""
"75","SCRPed","~~","SCRPed","0.286","0.080","0.000","[0.130, 0.442]","0.286***","1.000","0.000",NA,"[1.000, 1.000]","1.000","2.000","ORG","Variances.SCRPed.ORG",""
"76","ClearResponsibilities","~1","","4.431","0.104","0.000","[4.227, 4.635]","4.431***","5.287","0.456","0.000","[4.393, 6.181]","5.287***","2.000","ORG","Means.ClearResponsibilities.ORG",""
"77","EffectiveAnswers","~1","","4.369","0.110","0.000","[4.153, 4.586]","4.369***","4.906","0.417","0.000","[4.088, 5.724]","4.906***","2.000","ORG","Means.EffectiveAnswers.ORG",""
"78","Feedback","~1","","4.108","0.133","0.000","[3.848, 4.368]","4.108***","3.841","0.300","0.000","[3.253, 4.430]","3.841***","2.000","ORG","Means.Feedback.ORG",""
"79","ClearOrganization","~1","","3.892","0.142","0.000","[3.613, 4.171]","3.892***","3.392","0.291","0.000","[2.821, 3.963]","3.392***","2.000","ORG","Means.ClearOrganization.ORG",""
"80","ClearPresentation","~1","","4.215","0.121","0.000","[3.978, 4.453]","4.215***","4.314","0.384","0.000","[3.563, 5.066]","4.314***","2.000","ORG","Means.ClearPresentation.ORG",""
"81","ValObjectives","~1","","4.523","0.077","0.000","[4.372, 4.674]","4.523***","7.296","0.585","0.000","[6.149, 8.444]","7.296***","2.000","ORG","Means.ValObjectives.ORG",""
"82","IncrUnderstanding","~1","","4.338","0.091","0.000","[4.161, 4.516]","4.338***","5.938","0.502","0.000","[4.954, 6.922]","5.938***","2.000","ORG","Means.IncrUnderstanding.ORG",""
"83","IncrInterest","~1","","4.138","0.107","0.000","[3.929, 4.348]","4.138***","4.809","0.415","0.000","[3.996, 5.622]","4.809***","2.000","ORG","Means.IncrInterest.ORG",""
"84","MultPerspectives","~1","","4.308","0.112","0.000","[4.089, 4.526]","4.308***","4.791","0.392","0.000","[4.024, 5.559]","4.791***","2.000","ORG","Means.MultPerspectives.ORG",""
"85","InclusvClassrm","~1","","4.738","0.074","0.000","[4.594, 4.883]","4.738***","7.990","0.646","0.000","[6.724, 9.256]","7.990***","2.000","ORG","Means.InclusvClassrm.ORG",""
"86","DEIintegration","~1","","4.523","0.085","0.000","[4.357, 4.689]","4.523***","6.616","0.532","0.000","[5.574, 7.658]","6.616***","2.000","ORG","Means.DEIintegration.ORG",""
"87","EquitableEval","~1","","4.523","0.082","0.000","[4.362, 4.684]","4.523***","6.837","0.547","0.000","[5.765, 7.910]","6.837***","2.000","ORG","Means.EquitableEval.ORG",""
"88","TradPed","~1","","0.000","0.000",NA,"[0.000, 0.000]","0.000","0.000","0.000",NA,"[0.000, 0.000]","0.000","2.000","ORG","Means.TradPed.ORG",""
"89","Valued","~1","","0.000","0.000",NA,"[0.000, 0.000]","0.000","0.000","0.000",NA,"[0.000, 0.000]","0.000","2.000","ORG","Means.Valued.ORG",""
"90","SCRPed","~1","","0.000","0.000",NA,"[0.000, 0.000]","0.000","0.000","0.000",NA,"[0.000, 0.000]","0.000","2.000","ORG","Means.SCRPed.ORG",""
